Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
323,Andrew Nicholson\nichoan01,PF,27,WAS,28,0,8.3,1.1,2.8,.390,0.1,0.6,.188,1.0,2.2,.443,.409,0.3,0.4,.583,0.4,0.8,1.2,0.3,0.4,0.2,0.4,1.3,2.5
323,Andrew Nicholson\nichoan01,PF,27,BRK,7,0,10.1,1.6,3.6,.440,0.3,1.1,.250,1.3,2.4,.529,.480,0.3,0.3,1.000,0.4,2.6,3.0,0.4,0.4,0.0,0.4,1.3,3.7
324,Joakim Noah\noahjo01,C,31,NYK,46,46,22.1,2.2,4.3,.495,0.0,0.0,.000,2.2,4.3,.497,.495,0.7,1.7,.436,3.5,5.2,8.7,2.2,0.7,0.8,1.3,2.8,5.0
325,Nerlens Noel\noelne01,C,22,TOT,41,10,20.7,3.7,6.1,.602,0.0,0.0,.000,3.7,6.0,.605,.602,1.5,2.2,.685,1.9,3.9,5.7,1.0,1.2,1.0,1.0,2.6,8.9
325,Nerlens Noel\noelne01,C,22,PHI,29,7,19.4,3.7,6.0,.611,0.0,0.0,.000,3.7,6.0,.615,.611,1.5,2.2,.683,1.6,3.4,5.0,1.0,1.5,0.9,1.0,2.4,8.9
325,Nerlens Noel\noelne01,C,22,DAL,12,3,23.6,3.6,6.2,.581,0.0,0.0,,3.6,6.2,.581,.581,1.7,2.4,.690,2.6,5.0,7.6,1.0,0.7,1.3,1.0,2.8,8.8
326,Lucas Nogueira\noguelu01,C,24,TOR,54,6,19.9,1.9,2.8,.673,0.1,0.2,.300,1.9,2.6,.699,.683,0.8,1.2,.657,1.5,2.9,4.4,0.7,0.9,1.7,0.8,2.5,4.7
327,Steve Novak\novakst01,PF,33,MIL,8,0,2.8,0.3,0.9,.286,0.1,0.8,.167,0.1,0.1,1.000,.357,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.6
328,Dirk Nowitzki\nowitdi01,PF,38,DAL,46,46,26.5,5.5,12.6,.441,1.5,3.9,.381,4.0,8.6,.469,.501,1.7,2.0,.860,0.5,6.1,6.6,1.5,0.6,0.6,0.9,2.1,14.3
329,Jusuf Nurkic\nurkiju01,C,22,TOT,62,45,21.0,4.0,7.9,.508,0.0,0.0,.000,4.0,7.9,.509,.508,1.7,3.1,.553,2.3,4.6,6.9,1.9,0.8,1.1,2.2,2.4,9.7
329,Jusuf Nurkic\nurkiju01,C,22,DEN,45,29,17.9,3.4,6.6,.507,0.0,0.0,,3.4,6.6,.507,.507,1.2,2.5,.496,2.0,3.8,5.8,1.3,0.6,0.8,1.8,2.0,8.0
329,Jusuf Nurkic\nurkiju01,C,22,POR,17,16,29.1,5.7,11.2,.511,0.0,0.1,.000,5.7,11.1,.513,.511,2.9,4.5,.636,3.1,6.8,9.9,3.4,1.3,1.9,3.1,3.7,14.3
330,David Nwaba\nwabada01,SG,24,LAL,12,2,15.3,1.5,2.9,.514,0.0,0.1,.000,1.5,2.8,.529,.514,1.0,1.5,.667,0.6,1.9,2.5,0.4,0.3,0.5,0.1,1.8,4.0
331,Johnny O'Bryant\obryajo01,PF,23,TOT,11,0,7.3,1.4,2.7,.500,0.3,0.5,.500,1.1,2.2,.500,.550,0.5,0.5,.833,0.8,0.9,1.7,0.5,0.0,0.1,0.5,0.9,3.5
331,Johnny O'Bryant\obryajo01,PF,23,DEN,7,0,6.6,1.0,2.1,.467,0.3,0.4,.667,0.7,1.7,.417,.533,0.6,0.6,1.000,0.7,0.9,1.6,0.3,0.0,0.1,0.4,0.6,2.9
331,Johnny O'Bryant\obryajo01,PF,23,CHO,4,0,8.5,2.0,3.8,.533,0.3,0.8,.333,1.8,3.0,.583,.567,0.3,0.5,.500,1.0,1.0,2.0,1.0,0.0,0.0,0.8,1.5,4.5
332,Kyle O'Quinn\oquinky01,PF,26,NYK,70,8,15.2,2.8,5.2,.533,0.0,0.2,.071,2.8,5.0,.551,.534,0.7,0.9,.742,2.0,3.5,5.5,1.5,0.5,1.3,1.0,2.2,6.3
333,Daniel Ochefu\ochefda01,C,23,WAS,17,0,3.3,0.5,1.1,.421,0.0,0.0,,0.5,1.1,.421,.421,0.0,0.1,.000,0.1,0.9,1.1,0.1,0.1,0.0,0.2,0.9,0.9
334,Jahlil Okafor\okafoja01,C,21,PHI,50,33,22.7,4.8,9.4,.514,0.0,0.0,,4.8,9.4,.514,.514,2.1,3.2,.671,1.6,3.2,4.8,1.2,0.4,1.0,1.8,2.4,11.8
335,Victor Oladipo\oladivi01,SG,24,OKC,56,56,33.3,6.4,14.0,.454,2.0,5.2,.382,4.4,8.8,.497,.526,1.7,2.3,.752,0.6,3.7,4.3,2.4,1.2,0.3,1.6,2.3,16.4
336,Kelly Olynyk\olynyke01,C,25,BOS,66,5,20.8,3.5,6.7,.516,0.9,2.6,.357,2.5,4.1,.616,.585,1.2,1.7,.734,1.0,3.8,4.8,2.0,0.6,0.4,1.4,2.7,9.0
337,Arinze Onuaku\onuakar01,C,29,ORL,8,0,3.5,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.1,0.3,0.4,0.5
338,Chinanu Onuaku\onuakch01,C,20,HOU,2,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,1.0,1.0,1.000,0.5,1.0,1.5,0.5,0.5,0.0,0.0,0.5,3.0
339,Kelly Oubre\oubreke01,SF,21,WAS,70,2,19.3,2.2,5.2,.416,0.7,2.3,.288,1.5,2.9,.520,.481,0.8,1.0,.761,0.7,2.5,3.1,0.6,0.7,0.2,0.6,2.4,5.8
340,Zaza Pachulia\pachuza01,C,32,GSW,60,60,18.4,2.4,4.5,.537,0.0,0.0,.000,2.4,4.5,.539,.537,1.5,2.0,.763,2.1,4.0,6.0,2.0,1.0,0.5,1.3,2.4,6.3
341,Georgios Papagiannis\papagge01,C,19,SAC,13,0,11.4,1.4,3.2,.429,0.0,0.1,.000,1.4,3.2,.439,.429,0.4,0.4,1.000,0.9,2.5,3.5,0.2,0.2,0.8,0.5,1.3,3.2
342,Jabari Parker\parkeja01,PF,21,MIL,51,50,33.9,7.8,16.0,.490,1.3,3.5,.365,6.5,12.5,.525,.530,3.2,4.3,.743,1.5,4.6,6.1,2.8,1.0,0.4,1.8,2.2,20.1
343,Tony Parker\parketo01,PG,34,SAS,54,54,25.5,4.3,9.2,.465,0.4,1.2,.349,3.9,8.0,.482,.487,1.3,1.8,.747,0.2,1.7,1.9,4.7,0.5,0.0,1.4,1.4,10.3
344,Chandler Parsons\parsoch01,SF,28,MEM,34,34,19.9,2.2,6.5,.338,0.7,2.7,.269,1.5,3.8,.388,.394,1.0,1.3,.814,0.2,2.3,2.5,1.6,0.6,0.1,0.7,1.5,6.2
345,Lamar Patterson\pattela01,SG,25,ATL,5,0,8.0,0.6,3.0,.200,0.2,1.2,.167,0.4,1.8,.222,.233,0.4,0.6,.667,0.2,1.2,1.4,1.2,0.2,0.0,0.8,1.2,1.8
346,Patrick Patterson\pattepa01,PF,27,TOR,56,7,25.3,2.4,6.0,.395,1.5,4.0,.372,0.9,2.0,.439,.518,0.7,1.0,.702,1.1,3.8,4.9,1.2,0.6,0.4,0.6,1.9,6.9
347,Chris Paul\paulch01,PG,31,LAC,53,53,31.2,5.9,12.8,.464,2.0,5.1,.401,3.9,7.7,.506,.544,3.6,4.1,.879,0.7,4.3,5.0,9.1,1.9,0.1,2.5,2.5,17.5
348,Adreian Payne\paynead01,PF,25,MIN,13,0,7.7,1.4,3.2,.439,0.2,0.8,.200,1.2,2.4,.516,.463,0.9,1.2,.800,0.5,1.2,1.6,0.4,0.5,0.3,0.5,1.9,3.8
349,Cameron Payne\payneca01,PG,22,TOT,29,0,15.8,2.2,6.6,.333,0.9,2.9,.318,1.3,3.7,.346,.404,0.2,0.3,.625,0.1,1.4,1.6,1.9,0.5,0.2,1.0,1.8,5.5
349,Cameron Payne\payneca01,PG,22,OKC,20,0,16.0,2.2,6.5,.331,0.8,2.6,.308,1.4,3.9,.346,.392,0.2,0.2,1.000,0.1,1.5,1.6,2.0,0.5,0.3,0.8,1.9,5.3
349,Cameron Payne\payneca01,PG,22,CHI,9,0,15.3,2.3,6.9,.339,1.2,3.7,.333,1.1,3.2,.345,.427,0.1,0.4,.250,0.1,1.4,1.6,1.7,0.4,0.0,1.4,1.4,6.0
350,Elfrid Payton\paytoel01,PG,22,ORL,73,49,29.2,5.1,10.9,.468,0.5,1.8,.269,4.6,9.1,.508,.491,1.7,2.4,.688,1.1,3.5,4.6,6.1,1.1,0.5,2.2,2.2,12.4
351,Paul Pierce\piercpa01,SF,39,LAC,19,7,11.9,1.2,2.9,.400,0.6,1.8,.353,0.5,1.1,.476,.509,0.5,0.6,.833,0.1,1.8,1.8,0.4,0.2,0.3,0.7,1.7,3.5
352,Marshall Plumlee\plumlma02,C,24,NYK,14,0,7.1,0.4,0.8,.455,0.0,0.0,,0.4,0.8,.455,.455,0.4,0.9,.417,0.7,1.1,1.8,0.6,0.1,0.2,0.6,0.9,1.1
353,Mason Plumlee\plumlma01,C,26,TOT,71,62,27.3,4.2,7.7,.536,0.0,0.1,.000,4.2,7.7,.542,.536,2.3,3.9,.584,2.1,5.7,7.8,3.8,0.9,1.1,1.6,2.8,10.6
353,Mason Plumlee\plumlma01,C,26,POR,54,54,28.1,4.4,8.2,.532,0.0,0.1,.000,4.4,8.1,.538,.532,2.4,4.1,.567,2.2,5.8,8.0,4.0,0.9,1.2,1.6,2.8,11.1
353,Mason Plumlee\plumlma01,C,26,DEN,17,8,24.6,3.5,6.4,.556,0.0,0.1,.000,3.5,6.3,.561,.556,2.1,3.2,.655,1.8,5.2,7.1,3.4,0.9,0.9,1.6,2.9,9.2
354,Miles Plumlee\plumlmi01,C,28,TOT,37,12,10.2,1.0,2.1,.481,0.0,0.0,,1.0,2.1,.481,.481,0.6,0.9,.629,0.8,1.2,2.0,0.5,0.3,0.3,0.7,1.5,2.6
354,Miles Plumlee\plumlmi01,C,28,MIL,32,12,9.7,0.9,2.1,.441,0.0,0.0,,0.9,2.1,.441,.441,0.7,1.1,.629,0.7,0.9,1.7,0.6,0.3,0.3,0.7,1.5,2.6
354,Miles Plumlee\plumlmi01,C,28,CHO,5,0,13.4,1.6,2.2,.727,0.0,0.0,,1.6,2.2,.727,.727,0.0,0.0,,1.0,3.0,4.0,0.4,0.2,0.6,0.6,1.8,3.2
355,Jakob Poeltl\poeltja01,C,21,TOR,45,4,11.3,1.0,1.9,.517,0.0,0.0,,1.0,1.9,.517,.517,0.5,0.9,.571,1.4,1.6,3.0,0.2,0.3,0.3,0.6,2.0,2.5
356,Otto Porter\porteot01,SF,23,WAS,73,73,33.5,5.3,10.2,.519,1.9,4.4,.442,3.4,5.8,.576,.614,1.2,1.5,.818,1.5,5.1,6.5,1.5,1.5,0.5,0.6,2.5,13.8
357,Bobby Portis\portibo01,PF,21,CHI,55,13,15.0,2.7,5.5,.480,0.4,1.3,.315,2.2,4.2,.532,.518,0.7,1.0,.673,1.1,3.2,4.3,0.5,0.2,0.2,0.6,1.5,6.4
358,Kristaps Porzingis\porzikr01,PF,21,NYK,62,61,32.7,6.6,15.0,.443,1.7,4.9,.358,4.9,10.1,.484,.501,3.0,3.8,.791,1.7,5.5,7.3,1.4,0.7,2.0,1.8,3.7,18.0
359,Dwight Powell\poweldw01,C,25,DAL,69,1,16.9,2.4,4.6,.530,0.1,0.5,.235,2.3,4.1,.566,.543,1.4,1.8,.770,1.3,2.8,4.0,0.7,0.8,0.5,0.4,1.8,6.4
360,Norman Powell\powelno01,SG,23,TOR,69,17,18.1,3.0,6.7,.446,0.7,2.2,.314,2.3,4.4,.511,.498,1.7,2.1,.793,0.4,1.9,2.3,1.1,0.7,0.2,0.9,1.7,8.3
361,Ronnie Price\pricero01,PG,33,PHO,6,0,6.8,0.2,0.8,.200,0.2,0.5,.333,0.0,0.3,.000,.300,0.2,0.3,.500,0.2,0.5,0.7,0.3,0.7,0.0,0.2,0.3,0.7
362,Tim Quarterman\quartti01,SG,22,POR,13,0,3.4,0.6,1.0,.615,0.2,0.5,.500,0.4,0.5,.714,.731,0.0,0.0,,0.2,0.3,0.5,0.6,0.1,0.2,0.3,0.3,1.5
363,Chasson Randle\randlch01,PG,23,TOT,18,0,10.1,1.4,3.3,.424,0.7,1.7,.400,0.7,1.6,.448,.525,1.4,1.4,.962,0.2,0.8,1.0,1.4,0.2,0.1,0.3,1.3,4.8
363,Chasson Randle\randlch01,PG,23,PHI,8,0,9.3,1.5,3.3,.462,0.8,1.9,.400,0.8,1.4,.545,.577,1.5,1.5,1.000,0.0,0.6,0.6,0.8,0.4,0.1,0.4,1.4,5.3
363,Chasson Randle\randlch01,PG,23,NYK,10,0,10.7,1.3,3.3,.394,0.6,1.5,.400,0.7,1.8,.389,.485,1.3,1.4,.929,0.4,0.9,1.3,2.0,0.1,0.0,0.3,1.3,4.5
364,Julius Randle\randlju01,PF,22,LAL,64,63,29.0,5.1,10.6,.485,0.2,0.7,.277,4.9,9.8,.501,.495,2.8,3.9,.716,2.0,6.6,8.7,3.8,0.7,0.5,2.4,3.5,13.3
365,Zach Randolph\randoza01,PF,35,MEM,64,3,24.1,5.9,12.9,.454,0.3,1.3,.250,5.6,11.7,.476,.466,1.8,2.5,.727,2.6,5.6,8.1,1.6,0.5,0.1,1.3,1.9,13.9
366,J.J. Redick\redicjj01,SG,32,LAC,71,71,27.8,5.0,11.4,.442,2.5,5.9,.418,2.6,5.5,.469,.551,2.2,2.5,.882,0.2,2.0,2.2,1.4,0.7,0.1,1.3,1.6,14.7
367,Willie Reed\reedwi02,C,26,MIA,61,5,14.5,2.3,4.1,.562,0.0,0.1,.250,2.3,4.0,.567,.564,0.7,1.3,.571,1.9,2.8,4.6,0.4,0.3,0.7,0.4,1.9,5.3
368,Josh Richardson\richajo01,SG,23,MIA,43,24,29.1,3.7,9.5,.386,1.2,4.1,.299,2.4,5.3,.452,.451,1.0,1.4,.738,0.7,2.6,3.3,2.5,0.9,0.6,1.1,2.6,9.6
369,Malachi Richardson\richama01,SG,21,SAC,22,0,9.0,1.3,3.1,.412,0.4,1.3,.286,0.9,1.8,.500,.471,0.7,0.9,.789,0.1,0.9,1.0,0.5,0.2,0.0,0.4,1.0,3.6
370,Austin Rivers\riverau01,SG,24,LAC,72,28,27.8,4.4,9.9,.446,1.5,4.0,.376,2.9,5.9,.494,.522,1.8,2.7,.691,0.3,1.8,2.1,2.8,0.7,0.1,1.6,2.6,12.2
371,Andre Roberson\roberan03,SF,25,OKC,71,71,30.2,2.8,5.9,.469,0.6,2.4,.260,2.1,3.5,.616,.523,0.6,1.5,.425,1.2,3.8,5.1,0.9,1.1,1.0,0.7,2.5,6.8
372,Brian Roberts\roberbr01,PG,31,CHO,33,0,8.7,0.8,2.4,.354,0.4,0.9,.419,0.5,1.5,.313,.437,0.8,0.9,.871,0.1,0.8,0.9,1.2,0.2,0.0,0.5,0.4,2.9
373,Glenn Robinson\robingl02,SF,23,IND,69,27,20.7,2.3,4.9,.466,0.7,1.8,.392,1.6,3.1,.509,.538,0.8,1.1,.711,0.8,2.7,3.6,0.7,0.6,0.3,0.5,0.9,6.1
374,Thomas Robinson\robinth01,PF,25,LAL,40,1,10.5,1.8,3.3,.534,0.0,0.0,,1.8,3.3,.534,.534,0.6,1.1,.489,1.7,2.7,4.3,0.6,0.5,0.2,0.7,1.5,4.1
375,Sergio Rodriguez\rodrise01,PG,30,PHI,67,30,22.3,3.0,7.9,.387,1.3,3.7,.358,1.7,4.2,.413,.471,0.3,0.4,.667,0.3,2.0,2.3,5.1,0.7,0.1,1.9,1.4,7.7
376,Rajon Rondo\rondora01,PG,30,CHI,63,36,26.3,3.1,7.8,.400,0.7,1.9,.364,2.4,5.9,.411,.444,0.4,0.7,.622,0.9,3.9,4.8,6.5,1.4,0.2,2.4,2.0,7.3
377,Derrick Rose\rosede01,PG,28,NYK,63,63,32.5,7.1,15.2,.467,0.2,1.0,.217,6.9,14.3,.483,.473,3.5,4.0,.872,1.0,2.8,3.8,4.4,0.7,0.3,2.3,1.3,17.9
378,Terrence Ross\rosste01,SF,25,TOT,69,15,24.3,4.1,9.4,.435,1.8,4.9,.365,2.3,4.5,.513,.531,0.8,1.0,.824,0.3,2.5,2.7,1.0,1.0,0.4,0.8,1.8,10.8
378,Terrence Ross\rosste01,SF,25,TOR,54,0,22.4,3.9,8.9,.441,1.8,4.7,.375,2.1,4.1,.516,.541,0.8,0.9,.820,0.3,2.3,2.6,0.8,1.0,0.4,0.6,1.5,10.4
378,Terrence Ross\rosste01,SF,25,ORL,15,15,31.3,4.7,11.3,.420,1.9,5.6,.333,2.9,5.7,.506,.503,1.0,1.2,.833,0.3,3.0,3.3,1.7,1.2,0.6,1.4,2.7,12.3
379,Terry Rozier\roziete01,PG,22,BOS,67,0,17.7,2.1,5.7,.364,0.8,2.5,.325,1.3,3.2,.394,.435,0.7,0.9,.797,0.6,2.6,3.1,1.8,0.6,0.2,0.7,0.9,5.7
380,Ricky Rubio\rubiori01,PG,26,MIN,66,66,32.4,3.3,8.0,.410,0.8,2.6,.312,2.5,5.4,.457,.460,3.0,3.4,.881,0.9,3.0,4.0,8.9,1.8,0.1,2.5,2.7,10.4
381,Damjan Rudez\rudezda01,SF,30,ORL,41,0,7.3,0.7,2.0,.349,0.5,1.5,.317,0.2,0.5,.450,.470,0.0,0.0,,0.1,0.5,0.6,0.5,0.3,0.0,0.2,0.7,1.9
382,Brandon Rush\rushbr01,SG,31,MIN,37,23,21.0,1.4,3.9,.361,0.9,2.3,.381,0.5,1.6,.333,.472,0.2,0.3,.750,0.3,1.8,2.2,1.0,0.5,0.5,0.6,0.9,3.9
383,D'Angelo Russell\russeda01,PG,20,LAL,56,53,28.0,5.5,13.5,.408,2.2,6.0,.361,3.4,7.5,.445,.488,2.2,2.9,.748,0.5,3.0,3.5,4.8,1.4,0.3,2.6,2.1,15.4
384,Domantas Sabonis\sabondo01,PF,20,OKC,71,64,20.7,2.4,6.0,.406,0.6,2.0,.312,1.8,4.0,.452,.458,0.4,0.7,.612,0.6,3.1,3.6,1.1,0.5,0.4,1.1,2.6,5.9
385,Larry Sanders\sandela01,C,28,CLE,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
386,Dario Saric\saricda01,PF,22,PHI,72,27,26.2,4.7,11.3,.418,1.3,4.1,.325,3.4,7.2,.471,.477,2.0,2.6,.785,1.4,4.9,6.3,2.2,0.7,0.4,2.2,2.0,12.8
387,Tomas Satoransky\satorto01,SG,25,WAS,53,2,12.2,1.0,2.4,.417,0.2,0.6,.258,0.8,1.8,.469,.449,0.4,0.6,.677,0.5,1.0,1.5,1.5,0.5,0.1,0.6,1.1,2.5
388,Dennis Schroder\schrode01,PG,23,ATL,71,70,31.1,6.8,15.2,.450,1.3,3.7,.336,5.6,11.4,.488,.492,2.9,3.4,.851,0.5,2.5,3.0,6.3,0.9,0.2,3.2,1.8,17.8
389,Luis Scola\scolalu01,PF,36,BRK,36,1,12.8,2.0,4.2,.470,0.5,1.4,.340,1.5,2.8,.535,.526,0.7,1.0,.676,1.4,2.4,3.9,1.0,0.4,0.1,0.9,1.8,5.1
390,Mike Scott\scottmi01,PF,28,ATL,18,0,10.8,0.9,3.2,.293,0.2,1.5,.148,0.7,1.7,.419,.328,0.4,0.4,.875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5
391,Thabo Sefolosha\sefolth01,SF,32,ATL,60,42,25.9,2.9,6.4,.446,0.7,2.0,.350,2.2,4.5,.487,.499,0.9,1.3,.733,0.9,3.5,4.4,1.8,1.6,0.5,0.9,1.6,7.3
392,Wayne Selden\seldewa01,SG,22,TOT,5,4,12.8,1.4,2.8,.500,0.8,2.2,.364,0.6,0.6,1.000,.643,0.8,1.2,.667,0.0,1.4,1.4,0.2,0.6,0.0,0.6,1.2,4.4
392,Wayne Selden\seldewa01,SG,22,NOP,3,3,15.7,1.7,2.7,.625,1.3,2.3,.571,0.3,0.3,1.000,.875,0.7,1.3,.500,0.0,1.7,1.7,0.3,0.7,0.0,1.0,2.0,5.3
392,Wayne Selden\seldewa01,SG,22,MEM,2,1,8.5,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3.0
393,Kevin Seraphin\serapke01,PF,27,IND,41,3,11.3,2.1,3.8,.558,0.0,0.0,.000,2.1,3.8,.565,.558,0.1,0.2,.500,0.9,2.0,2.9,0.5,0.1,0.4,0.5,1.3,4.4
394,Ramon Sessions\sessira01,PG,30,CHO,50,1,16.2,2.0,5.3,.380,0.4,1.2,.339,1.6,4.0,.393,.420,1.8,2.4,.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2
395,Iman Shumpert\shumpim01,SG,26,CLE,67,29,25.7,2.8,6.7,.415,1.4,3.7,.374,1.4,3.0,.465,.518,0.9,1.2,.782,0.5,2.5,3.0,1.5,0.8,0.3,0.9,2.0,7.8
396,Pascal Siakam\siakapa01,PF,22,TOR,52,38,15.9,1.9,3.8,.508,0.0,0.1,.167,1.9,3.6,.519,.510,0.4,0.6,.688,1.2,2.2,3.3,0.3,0.5,0.8,0.6,2.0,4.3
397,Jonathon Simmons\simmojo02,SG,27,SAS,68,4,17.6,2.2,5.2,.425,0.4,1.2,.310,1.8,4.0,.461,.462,1.3,1.8,.765,0.3,1.9,2.1,1.6,0.6,0.4,1.0,1.9,6.1
398,Kyle Singler\singlky01,SF,28,OKC,28,0,10.2,0.8,2.0,.400,0.2,0.9,.231,0.6,1.0,.552,.455,0.3,0.4,.818,0.1,1.0,1.1,0.2,0.1,0.1,0.4,0.8,2.1
399,Marcus Smart\smartma01,PG,22,BOS,70,24,30.4,3.5,9.6,.363,1.1,4.1,.280,2.3,5.5,.424,.422,2.6,3.2,.806,1.0,2.9,3.9,4.4,1.6,0.3,2.0,2.4,10.7
400,Ish Smith\smithis01,PG,28,DET,72,23,23.2,3.7,8.4,.434,0.3,1.1,.244,3.4,7.3,.464,.451,0.8,1.1,.683,0.2,2.6,2.8,5.0,0.8,0.4,1.4,1.5,8.4
401,J.R. Smith\smithjr01,SG,31,CLE,31,25,27.7,2.8,8.5,.330,2.2,6.4,.338,0.6,2.1,.303,.456,0.3,0.5,.667,0.3,2.1,2.4,1.3,1.0,0.3,0.5,2.0,8.1
402,Jason Smith\smithja02,C,30,WAS,66,2,14.1,2.3,4.3,.544,0.4,0.7,.532,2.0,3.6,.546,.588,0.5,0.7,.674,0.9,2.5,3.4,0.5,0.3,0.7,0.7,2.3,5.5
403,Tony Snell\snellto01,SG,25,MIL,71,71,29.0,3.0,6.6,.458,1.8,4.4,.406,1.3,2.2,.560,.592,0.6,0.8,.796,0.3,3.0,3.3,1.2,0.6,0.2,0.7,1.6,8.5
404,Marreese Speights\speigma01,C,29,LAC,74,2,15.9,3.1,6.9,.450,1.3,3.4,.379,1.8,3.4,.520,.544,1.6,1.9,.876,1.1,3.5,4.6,0.8,0.3,0.5,0.8,2.8,9.1
405,Nik Stauskas\stausni01,SG,23,PHI,70,27,27.2,3.1,7.7,.406,1.6,4.3,.377,1.5,3.4,.441,.511,1.5,1.8,.803,0.3,2.5,2.8,2.1,0.6,0.4,1.6,1.8,9.3
406,Lance Stephenson\stephla01,SG,26,TOT,12,0,19.1,3.0,6.3,.474,0.1,1.0,.083,2.9,5.3,.547,.480,0.5,0.8,.600,0.3,2.1,2.3,2.8,0.2,0.1,1.3,1.7,6.6
406,Lance Stephenson\stephla01,SG,26,NOP,6,0,27.0,4.3,9.2,.473,0.2,1.7,.100,4.2,7.5,.556,.482,0.8,1.3,.625,0.5,2.5,3.0,4.8,0.3,0.2,1.8,3.0,9.7
406,Lance Stephenson\stephla01,SG,26,MIN,6,0,11.2,1.7,3.5,.476,0.0,0.3,.000,1.7,3.2,.526,.476,0.2,0.3,.500,0.0,1.7,1.7,0.8,0.0,0.0,0.7,0.3,3.5
407,Jarnell Stokes\stokeja01,PF,23,DEN,2,0,3.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.5,1.0,.500,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.5,1.5
408,Diamond Stone\stonedi01,C,19,LAC,7,0,3.4,0.4,1.9,.231,0.0,0.0,,0.4,1.9,.231,.231,0.6,0.6,1.000,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4
409,Rodney Stuckey\stuckro01,PG,30,IND,38,0,17.8,2.4,6.2,.381,0.5,1.6,.317,1.9,4.6,.403,.422,2.1,2.8,.748,0.2,2.0,2.2,2.1,0.4,0.0,1.4,1.1,7.3
410,Jared Sullinger\sullija01,PF,24,TOR,11,1,10.7,1.4,4.4,.313,0.3,1.6,.167,1.1,2.7,.400,.344,0.4,0.7,.500,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4
411,Walter Tavares\tavarwa01,C,24,ATL,1,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,2.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
412,Jeff Teague\teaguje01,PG,28,IND,72,72,32.4,4.9,11.2,.443,1.1,2.9,.363,3.9,8.2,.472,.491,4.3,5.0,.864,0.4,3.8,4.3,7.8,1.3,0.4,2.8,2.1,15.3
413,Mirza Teletovic\teletmi01,PF,31,MIL,60,2,15.9,2.2,5.9,.376,1.5,4.3,.341,0.8,1.6,.469,.500,0.6,0.7,.767,0.2,2.2,2.3,0.7,0.2,0.2,0.6,1.6,6.5
414,Garrett Temple\templga01,SG,30,SAC,59,18,26.4,2.8,6.4,.439,1.2,3.3,.378,1.6,3.1,.503,.536,1.0,1.2,.781,0.5,2.2,2.7,2.5,1.2,0.4,1.1,2.2,7.8
415,Jason Terry\terryja01,SG,39,MIL,64,0,18.3,1.3,3.3,.411,0.9,2.3,.403,0.4,0.9,.433,.555,0.4,0.5,.828,0.2,1.2,1.4,1.4,0.6,0.3,0.4,1.3,4.0
416,Isaiah Thomas\thomais02,PG,27,BOS,67,67,34.1,9.0,19.6,.460,3.2,8.5,.380,5.8,11.1,.522,.543,7.8,8.6,.911,0.5,2.1,2.6,6.0,0.9,0.1,2.7,2.3,29.1
417,Lance Thomas\thomala01,PF,28,NYK,46,15,21.0,2.1,5.3,.398,0.8,1.8,.447,1.3,3.5,.371,.475,0.9,1.1,.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6.0
418,Hollis Thompson\thompho01,SG,25,TOT,40,9,18.8,1.9,5.0,.385,0.8,2.4,.337,1.1,2.6,.429,.465,0.5,0.7,.655,0.5,2.3,2.8,0.9,0.5,0.2,0.3,1.7,5.1
418,Hollis Thompson\thompho01,SG,25,PHI,31,1,18.1,2.1,5.1,.415,0.8,2.3,.366,1.3,2.8,.455,.497,0.4,0.6,.650,0.5,2.2,2.7,0.8,0.5,0.2,0.3,1.8,5.5
418,Hollis Thompson\thompho01,SG,25,NOP,9,8,21.2,1.2,4.6,.268,0.7,2.7,.250,0.6,1.9,.294,.341,0.7,1.0,.667,0.4,2.7,3.1,1.0,0.7,0.0,0.2,1.6,3.8
